time,x,y,z
0,351.9746,11.69781,358.5128
0.02,351.9746,11.69781,358.5128
0.3533334,352.0845,11.89629,358.5558
0.3709664,350.9328,3.759328,1.196608
0.3776338,351.5369,3.10484,6.181278
0.3836565,351.6849,2.936151,6.475239
0.3906703,351.8452,2.770408,6.787521
0.3979814,352.0392,2.586086,7.148688
0.4089557,352.277,2.364561,7.587802
0.4204184,352.551,2.133658,8.050376
0.4315685,352.8441,1.87565,8.373425
0.4428109,352.9003,1.568212,8.579747
0.4536269,352.7819,1.305493,8.776957
0.4649023,352.4244,1.034104,9.109931
0.4766105,352.2087,0.7034371,9.510041
0.4873201,352.1585,0.3427968,9.873327
0.498366,352.2472,-0.01208496,10.19493
0.5103716,352.3618,-0.3978882,10.53153
0.5209583,352.5168,-0.8061523,10.91173
0.5320739,352.6689,-1.203125,11.2243
0.5432379,352.7919,-1.582367,11.40022
0.5549087,352.8787,-1.933014,11.4681
0.5657734,352.9821,-2.19223,11.4765
0.5768872,353.1098,-2.421906,11.49146
0.587967,353.3038,-2.569244,11.54576
0.5992286,353.5453,-2.692535,11.63702
0.6131734,353.7364,-2.78363,11.72903
0.6213997,353.8019,-2.86557,11.805
0.6458074,353.7851,-2.847473,12.13078
0.6548949,353.7708,-2.817749,12.47026
0.6661036,353.7807,-2.752014,12.90847
0.6795761,353.9032,-2.676086,13.40064
0.6883967,354.0692,-2.582184,13.78663
0.7027889,354.2585,-2.461273,14.05842
0.7107285,354.441,-2.288696,14.17534
0.7216972,354.6481,-2.072418,14.195
0.7355296,354.8151,-1.839691,14.2119
0.7440506,354.9466,-1.635834,14.27348
0.7553107,354.9749,-1.386047,14.27267
0.7692099,354.9315,-1.138855,14.29052
0.7781624,354.876,-0.8703308,14.34641
0.7887527,354.8243,-0.6254272,14.43746
0.8025007,354.775,-0.4501953,14.50855
0.8110083,354.7409,-0.3094482,14.46168
0.8222011,354.7228,-0.2185669,14.27204
0.8354656,354.7471,-0.1841125,13.97707
0.8443896,354.7705,-0.1545105,13.68943
0.8558639,354.802,-0.1730957,13.36582
0.8690611,354.8683,-0.1759033,13.08054
0.8786879,355.0046,-0.1514587,12.75479
0.8898131,355.126,-0.0836792,12.42287
0.9036149,355.2764,-0.01361084,12.08864
0.9119127,355.4117,0.05376132,11.74358
0.9228819,355.5158,0.1111919,11.35948
0.9368628,355.5901,0.1622586,10.98656
0.9453556,355.6357,0.2082249,10.55665
0.9567602,355.6783,0.2519708,10.12826
0.969477,355.7049,0.3117625,9.711236
0.9802527,355.7073,0.3939109,9.266768
0.9896199,355.6561,0.5037931,8.834681
1.002478,355.7419,0.5573247,8.380302
1.012319,355.7787,0.5665223,7.973987
1.023231,355.8141,0.6229877,7.60187
1.038582,355.8165,0.7077988,7.263099
1.045496,355.8993,0.7306382,7.001519
1.056621,355.9609,0.7607087,6.729052
1.069343,356.021,0.8059998,6.473149
1.079019,356.0737,0.8530483,6.212771
1.09032,356.1154,0.9135092,5.957322
1.103645,356.1558,0.9892224,5.736259
1.113074,356.2026,1.046923,5.546684
1.123982,356.2417,1.093693,5.369651
1.137841,356.2679,1.116145,5.208337
1.14629,356.2846,1.127298,5.045868
1.157799,356.3078,1.14739,4.866462
1.170601,356.3062,1.166488,4.671106
1.179623,356.3195,1.234303,4.437294
1.190764,356.2928,1.275353,4.206494
1.204722,356.2486,1.314706,3.915913
1.213213,356.1952,1.360044,3.66936
1.224501,356.1837,1.327593,3.525889
1.23815,356.2288,1.219681,3.544576
1.24709,356.3373,1.119253,3.554808
1.257822,356.5484,1.028895,3.620148
1.271212,356.7829,0.9531818,3.659819
1.280303,356.8036,0.9194248,3.582343
1.291519,356.9126,0.8738689,3.51619
1.304343,356.8375,0.8614146,3.355641
1.313859,356.8566,0.7986552,3.304034
1.324655,356.8406,0.7403111,3.240998
1.338018,356.8033,0.7659318,3.090459
1.347417,356.7432,0.8258585,2.940715
