time,x,y,z
0,3.236125,5.397293,357.695
0.02,3.236125,5.397293,357.695
0.3533334,3.250139,5.382909,357.6891
0.370949,3.324006,4.149963,358.3594
0.3775948,3.247058,4.366852,357.9238
0.3830456,3.231752,4.358461,357.9225
0.3879297,3.205327,4.369279,357.9326
0.3986604,3.188435,4.351434,357.9234
0.4098433,3.168202,4.353022,357.9351
0.4204949,3.156122,4.354696,357.919
0.4318692,3.143246,4.360891,357.9222
0.4435821,3.155571,4.356043,357.9213
0.4546934,3.145702,4.366966,357.9041
0.4653613,3.132419,4.347837,357.898
0.4765253,3.113976,4.356193,357.9026
0.487773,3.093111,4.347857,357.8976
0.4989409,3.090868,4.34439,357.8895
0.5105339,3.079253,4.341607,357.8684
0.5212402,3.066841,4.337505,357.8545
0.5324204,3.059828,4.341657,357.8534
0.5441433,3.054292,4.340613,357.8546
0.5565959,3.04511,4.342868,357.8657
0.56593,3.060727,4.338477,357.8607
0.5773911,3.065877,4.359167,357.8553
0.6142425,3.083539,4.375729,357.8266
0.6195821,3.109517,4.392761,357.7892
0.625155,3.130627,4.446098,357.7923
0.6322085,3.146883,4.460329,357.8239
0.6435993,3.1737,4.472659,357.8361
0.6568013,3.169227,4.479877,357.8473
0.6658722,3.175091,4.480598,357.8624
0.6768594,3.183639,4.480495,357.8787
0.6905365,3.173631,4.46906,357.8769
0.6993583,3.162399,4.458186,357.9
0.7105123,3.170757,4.436589,357.9062
0.7237997,3.161592,4.418447,357.9011
0.7328165,3.162437,4.379317,357.9141
0.7436728,3.164208,4.348198,357.9275
0.7562408,3.150428,4.328515,357.9337
0.7662936,3.153208,4.286318,357.9185
0.7773942,3.145561,4.254036,357.9306
0.7899096,3.156767,4.217644,357.9536
0.7995917,3.149475,4.190674,357.961
0.8107613,3.138294,4.153964,357.9621
0.8232891,3.14583,4.127465,357.9749
0.8333425,3.14858,4.0855,357.9934
0.846226,3.147145,4.051335,358.0124
0.8556818,3.144236,4.033279,357.9775
0.866889,3.144219,4.000609,357.9594
0.8799372,3.167232,3.976,357.9382
0.8892623,3.170202,3.949903,357.9362
0.9014028,3.186395,3.923084,357.9297
0.9143647,3.216886,3.891813,357.9336
0.9226403,3.242357,3.869307,357.9258
0.9338424,3.271136,3.839894,357.9172
0.9466778,3.293257,3.816279,357.9196
0.9560077,3.314042,3.801435,357.9182
0.9672332,3.318338,3.774245,357.9205
0.9802758,3.322699,3.736021,357.9146
0.9897324,3.320576,3.716095,357.9161
1.000794,3.342839,3.689442,357.9034
1.014668,3.358171,3.661308,357.9014
1.023067,3.378219,3.640267,357.8946
1.034335,3.385418,3.615847,357.8944
1.047109,3.398347,3.593928,357.8885
1.056697,3.404902,3.580978,357.8785
1.067712,3.41298,3.545472,357.8706
1.080804,3.424552,3.52229,357.8651
1.090105,3.457231,3.509123,357.8669
1.101318,3.483309,3.485178,357.8698
1.115359,3.503421,3.468608,357.8711
1.123806,3.537061,3.450645,357.8691
1.135098,3.544211,3.432907,357.8718
1.147834,3.527943,3.414834,357.8913
1.157418,3.528507,3.406906,357.8967
1.168456,3.529968,3.37867,357.8987
1.18102,3.5151,3.37824,357.9111
1.191,3.527167,3.352199,357.9231
1.201902,3.516043,3.33869,357.937
1.215296,3.526794,3.316901,357.9406
1.224258,3.528996,3.29806,357.9363
1.235472,3.530388,3.273872,357.9399
1.248271,3.53526,3.258359,357.9458
1.258433,3.529693,3.238948,357.9492
1.269179,3.52913,3.209326,357.9456
1.281718,3.534887,3.202598,357.9525
1.291348,3.572146,3.177244,357.9358
1.302662,3.579971,3.160419,357.9322
1.315326,3.599846,3.137759,357.9226
1.325165,3.621402,3.133194,357.9192
1.336136,3.630317,3.12668,357.9054
1.348772,3.638321,3.13611,357.9089
1.358504,3.665297,3.131752,357.8856
1.369503,3.691671,3.147659,357.8817
1.383007,3.730481,3.169901,357.8758
1.391914,3.762145,3.197665,357.8746
1.40404,3.78258,3.229847,357.8769
1.41684,3.817825,3.28761,357.8761
1.425437,3.840982,3.320701,357.8875
1.436542,3.878046,3.374095,357.8889
1.449333,3.921141,3.426842,357.9026
1.459097,3.976559,3.486696,357.9076
1.469942,4.034364,3.514272,357.9151
1.482584,4.068806,3.57372,357.9257
1.493245,4.058834,3.612245,357.9304
1.503429,4.058312,3.641106,357.9332
1.516557,4.042324,3.680499,357.9537
1.526014,4.045591,3.702532,357.9589
1.538295,4.070699,3.72197,357.9589
1.550035,4.103549,3.74934,357.9658
1.559511,4.135731,3.771362,357.9655
1.570454,4.16428,3.793301,357.9297
1.583335,4.211159,3.824594,357.8879
1.593239,4.255554,3.870661,357.8427
1.60438,4.297143,3.916619,357.8262
1.617946,4.348796,3.963861,357.8046
1.626345,4.427849,4.042768,357.7976
1.637603,4.519718,4.111556,357.7932
1.651245,4.608407,4.210025,357.7891
1.660678,4.703137,4.31859,357.8063
1.671187,4.824669,4.451425,357.8153
1.684383,4.986251,4.590518,357.843
1.693465,5.185631,4.758702,357.8831
1.704713,5.410904,4.915597,357.9203
1.717477,5.678482,5.100916,357.9642
1.727342,5.992737,5.289845,357.9985
1.738075,6.345073,5.478065,358.0618
1.751127,6.68928,5.688151,358.1509
1.760558,6.962715,5.881808,358.2584
1.771575,7.255314,6.060593,358.3624
1.784355,7.552278,6.226202,358.4329
1.794245,7.866094,6.400064,358.5034
1.804888,8.205954,6.542984,358.5502
1.817677,8.537757,6.689378,358.6014
1.827447,8.861573,6.780866,358.6467
1.838487,9.206491,6.87132,358.6775
1.852027,9.612137,6.926822,358.6876
1.862263,10.00236,6.966077,358.6831
1.872549,10.40254,6.976954,358.6758
1.884932,10.81379,6.941345,358.6404
1.894648,11.17506,6.899242,358.6192
1.906712,11.44253,6.82132,358.619
1.918722,11.59364,6.701512,358.6002
1.928076,11.65069,6.550517,358.6054
1.939029,11.67423,6.363112,358.5909
1.951662,11.70757,6.144331,358.5376
1.961161,11.7746,5.928919,358.4965
1.972526,11.84303,5.700275,358.4442
1.98497,11.91313,5.417095,358.3745
1.995035,11.95065,5.136448,358.3212
2.006369,12.01119,4.850044,358.2692
2.018803,12.03445,4.519741,358.2161
2.028358,12.08319,4.201667,358.1556
