time,x,y,z
0,6.838289,1.547697,359.1143
0.02,6.838289,1.547697,359.1143
0.3533334,6.716289,1.503885,359.1348
0.3722473,0.2235529,2.610239,358.6727
0.3768571,1.047837,3.562085,357.7777
0.3843833,1.134673,3.594432,357.7833
0.3922763,1.240485,3.60204,357.7921
0.4031152,1.356707,3.623548,357.7773
0.4140579,1.453674,3.627566,357.7842
0.4252582,1.514328,3.626261,357.776
0.4363909,1.543219,3.60056,357.7795
0.4475086,1.569648,3.584381,357.7606
0.4587552,1.60709,3.556828,357.7578
0.4697998,1.649814,3.528845,357.757
0.4808229,1.69841,3.494197,357.7348
0.4921025,1.79981,3.455002,357.7141
0.5034245,1.884218,3.417981,357.6797
0.5194936,1.948088,3.365492,357.6507
0.5334092,1.974558,3.276327,357.616
0.5445774,1.931582,3.211437,357.6136
0.5557783,1.915288,3.151041,357.6005
0.5671451,1.956497,3.089437,357.5845
0.578203,2.005522,3.037672,357.5719
0.5893393,2.078533,2.995241,357.5619
0.6005588,2.15693,2.935776,357.5713
0.6179827,2.214966,2.879004,357.5908
0.6232725,2.263579,2.813214,357.6034
0.6480002,2.263676,2.675556,357.6182
0.6562569,2.267729,2.612324,357.6154
0.6672555,2.275679,2.552743,357.6153
0.6812199,2.277494,2.505972,357.6241
0.6903451,2.293936,2.451556,357.6273
0.7030445,2.308495,2.413016,357.6308
0.7121661,2.307374,2.373318,357.6418
0.7230413,2.304965,2.33835,357.6549
0.73582,2.259267,2.315888,357.6619
0.7458133,2.213191,2.300437,357.6829
0.7565259,2.161422,2.298568,357.6838
0.7696856,2.114675,2.297194,357.6915
0.7790011,2.059322,2.303109,357.688
0.7907903,2.022368,2.31049,357.691
0.8023848,1.978727,2.322514,357.7144
0.8123171,1.924,2.344018,357.7339
0.8234919,1.862202,2.370915,357.76
0.8361372,1.806585,2.393207,357.7694
0.8458574,1.794443,2.420464,357.7753
0.857381,1.781274,2.449921,357.7821
0.8721103,1.764318,2.494239,357.7744
0.8799225,1.774921,2.529369,357.7767
0.8914825,1.783682,2.580113,357.7748
0.9038717,1.80672,2.60333,357.7586
0.9135526,1.811713,2.640816,357.756
0.9245927,1.810579,2.671169,357.7651
0.9373272,1.788651,2.668646,357.7784
0.9467632,1.7348,2.663468,357.8236
0.9576696,1.690312,2.648999,357.8314
