time,x,y,z
0,53.20773,-49.41876,359.5962
0.02,53.20773,-49.41876,359.5962
0.3352324,53.21879,-49.40335,359.5874
0.3529833,10.00864,-24.19397,3.373763
0.3589686,1.983572,-17.61749,2.171485
0.364963,1.697039,-17.29233,2.106415
0.370647,1.465791,-16.98856,2.040166
0.3818602,1.274568,-16.7211,1.977168
0.3926687,1.083068,-16.47659,1.91348
0.4043687,0.9056199,-16.22214,1.827939
0.4150952,0.6954442,-16.03326,1.724529
0.4263772,0.4547677,-15.82147,1.62172
0.437493,0.2176712,-15.58267,1.530082
0.4484944,359.9359,-15.39026,1.460544
0.4597876,359.6657,-15.20245,1.387323
0.4710495,359.3945,-15.00171,1.304313
0.4820956,359.1426,-14.85233,1.187047
0.4933133,358.931,-14.70709,1.109207
0.5046221,358.7567,-14.54199,1.049828
0.515692,358.614,-14.43842,0.9922109
0.5271429,358.468,-14.31198,0.9527532
0.5373508,358.3676,-14.19879,0.9294289
0.5485318,358.2864,-14.11887,0.8962173
0.5598448,358.1942,-14.02792,0.8982275
0.5710592,358.0998,-13.93951,0.89525
0.5822259,358.004,-13.86353,0.8755139
0.5932357,357.9046,-13.79114,0.8522726
0.6042287,357.8204,-13.7034,0.840688
0.6203233,357.7495,-13.63181,0.8357485
0.6267365,357.6848,-13.54501,0.8400936
0.6515956,357.6656,-13.41946,0.8108441
0.6600592,357.6852,-13.36331,0.7966816
0.6712063,357.7589,-13.30118,0.7854642
0.6844829,357.8517,-13.25464,0.7532596
0.6936018,357.9735,-13.21219,0.7504669
0.7069901,358.106,-13.13696,0.7041392
0.715915,358.2751,-13.10199,0.6567064
0.7271188,358.4518,-13.06842,0.6156234
0.7401451,358.6624,-13.02298,0.5937378
0.7492304,358.9213,-13.01599,0.5812625
0.7603343,359.1605,-13.00729,0.5946585
0.7729188,359.3925,-12.99835,0.6319275
0.7830437,359.607,-12.98083,0.6394624
0.7940722,359.7982,-13.00006,0.6648906
0.8069767,359.9651,-13.00897,0.6788168
0.81648,0.1218011,-13.02078,0.6976584
0.8274324,0.2810253,-13.0506,0.7017621
0.8402991,0.4335157,-13.06061,0.6983231
0.8498823,0.5994228,-13.069,0.6749459
0.8611851,0.7806073,-13.08963,0.6620091
0.8738056,0.9746361,-13.08853,0.6335452
0.8847103,1.208102,-13.09576,0.6245151
0.8947445,1.460073,-13.0972,0.6076293
0.9084943,1.746207,-13.09229,0.5841954
0.9171066,2.056988,-13.09692,0.5584972
0.9281792,2.387349,-13.0834,0.54087
0.942124,2.699222,-13.06131,0.5194215
0.9505113,2.990071,-13.04065,0.510889
0.9617276,3.247993,-12.99622,0.4984626
0.9746321,3.481042,-12.96521,0.4894248
0.9842189,3.68986,-12.92249,0.4925172
0.9953904,3.859604,-12.86115,0.5063688
1.007844,4.029549,-12.80469,0.5160992
1.017721,4.186337,-12.74619,0.5207807
1.028699,4.322232,-12.69711,0.5239233
1.042613,4.483188,-12.61261,0.5302153
1.051225,4.653438,-12.52902,0.5278613
1.062227,4.843761,-12.43915,0.5286071
1.074982,5.040243,-12.33252,0.5284845
1.084742,5.230857,-12.2269,0.5353537
1.095747,5.397304,-12.11145,0.5441986
1.108554,5.547796,-11.99896,0.556627
1.118379,5.693508,-11.88715,0.5717351
1.129795,5.841547,-11.77325,0.5798429
1.142738,6.00851,-11.66544,0.5902696
1.151715,6.195769,-11.56314,0.5871668
1.162768,6.410263,-11.46243,0.5877502
1.175916,6.624517,-11.35464,0.601071
1.185098,6.846785,-11.25476,0.6135475
1.196592,7.061246,-11.15042,0.6304147
1.209639,7.256668,-11.03802,0.628733
1.218744,7.442881,-10.92853,0.6009891
1.229906,7.657434,-10.79337,0.5705199
1.24278,7.885732,-10.67682,0.5631988
1.252442,8.160304,-10.55722,0.5776041
1.263263,8.43867,-10.43231,0.5828122
1.276982,8.734518,-10.29669,0.6012889
1.285712,9.006016,-10.16019,0.6274402
1.296859,9.253572,-10.02484,0.6505881
1.309862,9.469818,-9.890625,0.6684418
1.318964,9.674806,-9.74649,0.6901549
1.330448,9.886588,-9.617798,0.7096156
1.34339,10.0924,-9.482758,0.7293316
