time,x,y,z
0,3.046383,-1.053802,359.6141
0.02,3.046383,-1.053802,359.6141
0.3500362,3.058525,-1.05307,359.6141
0.3672999,356.5525,43.71161,0.214201
0.3741296,353.948,51.17398,3.840068
0.3819602,353.9207,51.22006,3.878305
0.3992915,353.9149,51.17258,3.925271
0.4042841,353.8411,51.08822,3.961778
0.4154315,353.7419,50.93691,3.960555
0.4266177,353.6286,50.73419,3.911312
0.4376521,353.549,50.52164,3.81425
0.4491424,353.4407,50.28231,3.705754
0.4599833,353.371,49.99083,3.625305
0.4712167,353.2905,49.61443,3.514039
0.4822439,353.2092,49.18964,3.400402
0.4932363,353.1285,48.75457,3.266083
0.5044059,353.0568,48.29243,3.106828
0.5154043,353.0054,47.77087,2.948458
0.5266353,352.9583,47.23204,2.817438
0.5381739,352.8836,46.66629,2.709855
0.5491248,352.7987,46.13382,2.586977
0.5601932,352.7279,45.58567,2.454735
0.5712736,352.6635,45.0485,2.319183
0.5832404,352.5972,44.53712,2.191078
0.5936108,352.4866,44.11157,2.052923
0.6051269,352.3873,43.73696,1.909355
0.6163046,352.2886,43.43036,1.757722
0.6310207,352.2256,43.16824,1.631661
0.6384721,352.1928,42.94596,1.531096
0.6496525,352.1909,42.7305,1.455131
0.6632891,352.2296,42.50418,1.361861
0.6718386,352.2859,42.2793,1.307575
0.6830181,352.3098,42.05168,1.248886
0.6969711,352.2852,41.80238,1.180622
0.7053061,352.257,41.5553,1.085046
0.7163661,352.2177,41.30299,0.9922695
0.7296369,352.1712,40.99885,0.9000929
0.7391888,352.135,40.67701,0.799744
0.7497978,352.0683,40.28301,0.6841688
0.7625404,352.0283,39.86456,0.5660403
0.7721179,351.9739,39.43021,0.4290806
0.7832358,351.9077,38.98876,0.2882767
0.7971172,351.8403,38.46924,0.1734365
0.8058389,351.7877,37.88306,0.06476653
0.819544,351.6953,37.17979,359.9532
0.8282987,351.5807,36.43533,359.8535
0.8393704,351.4457,35.63389,359.7543
0.8544964,351.315,34.81496,359.6347
0.8616863,351.2141,33.91862,359.5168
0.8728229,351.1294,32.89389,359.4336
0.8864356,351.0481,31.81315,359.3592
0.8954257,350.9876,30.66155,359.2773
0.9063802,350.9038,29.49275,359.1882
0.9198908,350.7907,28.35415,359.0401
0.9288622,350.6518,27.264,358.8821
0.9398134,350.5105,26.1321,358.7498
0.9534142,350.3385,24.89033,358.619
0.9622471,350.1632,23.60846,358.5089
0.9736325,350.0124,22.3489,358.4027
0.9867176,349.8856,21.05775,358.2698
0.995698,349.7755,19.80164,358.1474
1.00669,349.6844,18.53891,358.0318
1.019981,349.5937,17.25879,357.9309
1.029454,349.4739,15.97686,357.8764
1.040453,349.3379,14.71398,357.8421
1.053108,349.2289,13.46962,357.7902
1.062435,349.1517,12.25375,357.7637
1.073847,349.115,11.07184,357.7272
1.086827,349.1041,9.923835,357.7042
1.096272,349.1042,8.831828,357.6708
1.10865,349.1101,7.778167,357.6408
1.120067,349.1152,6.773117,357.6035
1.130195,349.1685,5.847104,357.563
1.140917,349.2237,4.968511,357.5224
1.154715,349.2839,4.14291,357.4951
1.163413,349.3535,3.426588,357.4898
1.174366,349.4284,2.766573,357.4868
1.188326,349.5055,2.17508,357.4861
1.196736,349.556,1.683023,357.4872
