time,x,y,z
0,351.6978,97.14012,0.8686648
0.02,351.6978,97.14012,0.8686648
0.3412443,351.6979,97.13806,0.8654519
0.3653145,351.7169,98.28746,0.8899063
0.3714495,348.5614,90.7952,2.813662
0.3759422,346.6771,90.24342,3.861127
0.3929006,345.6947,90.00742,4.361382
0.3987042,345.2068,90.06767,4.869843
0.4099929,344.9127,89.74625,5.634849
0.419781,344.71,89.647,6.525951
0.4310429,344.6275,89.80943,7.286593
0.442293,344.8449,90.19331,7.743808
0.4534999,345.1183,90.37808,8.093488
0.4645199,345.132,90.65436,8.207311
0.4755352,345.0495,90.97107,8.201292
0.4869518,344.8638,91.02279,8.197112
0.4979205,344.5925,90.88294,8.177217
0.5092043,344.339,90.5752,7.737973
0.5204208,343.7855,90.13342,7.055578
0.5313534,343.2275,90.08601,6.497915
0.5428109,342.8086,89.86269,5.974065
0.5539268,342.566,89.87579,5.575599
0.5660242,342.5812,89.78659,5.087788
0.5761338,343.1718,90.14355,4.581373
0.5872698,343.8424,90.41704,4.192479
0.5989187,344.2514,90.52863,3.82229
0.6102985,344.6213,90.80261,3.442228
0.6207476,344.8561,91.00311,3.106049
0.6317982,344.7751,91.23801,2.860493
0.6670472,344.4928,91.34898,2.789123
0.6721168,344.1087,91.23249,2.683291
0.6822966,342.4157,90.08553,2.106773
0.6876798,340.8821,89.31844,1.72154
0.6988351,339.1632,88.45314,1.418774
0.712383,337.1709,87.64317,1.102265
0.7213,335.3099,87.03936,0.6922491
0.7323275,333.7057,87.02466,359.788
0.7455755,332.2266,87.32851,359.1038
0.7547299,330.8841,87.5668,358.6963
0.7657373,329.687,87.5581,358.8341
0.7799462,328.8414,87.41806,358.9128
0.7884363,328.095,86.91771,359.3813
0.7987415,327.3807,86.46316,359.4574
0.8116584,326.7294,85.78375,359.6917
0.8214855,325.9696,85.04463,359.9604
0.8322919,325.2751,84.67371,359.8902
0.8461649,324.7415,84.60983,359.8108
0.8546114,323.9632,84.52293,359.434
0.8656119,323.4676,84.63116,359.2394
0.8794392,322.8415,84.66655,359.0891
0.8891068,322.3504,84.65385,358.891
0.9017079,321.9885,84.74149,358.7522
0.9107214,321.4272,84.68834,358.4893
0.9217723,320.9152,84.70596,358.3102
0.9349806,320.458,84.73348,358.2962
0.9443502,319.7276,84.85613,357.9512
0.9552197,319.2907,85.03759,357.7197
0.9690578,318.769,85.34077,357.3096
0.9779451,317.8192,86.30478,356.0744
0.9888837,316.6415,86.74514,355.7605
1.001758,315.7082,87.08618,355.5662
1.011284,315.4174,87.41235,355.2071
1.022217,315.9308,87.56224,354.8322
1.035251,316.7267,87.38434,354.7635
1.044928,317.0203,87.05676,354.8861
1.055872,316.6717,87.04613,354.9663
1.06974,316.0906,87.33562,354.5742
1.078301,315.6111,87.64815,354.3145
1.08916,315.0823,88.00402,354.0978
1.102353,314.6045,88.39523,353.6793
1.111678,314.2665,88.6009,353.2801
1.122858,314.0339,88.81644,352.836
1.136282,313.8106,89.01875,352.5732
1.145273,313.6453,89.21721,352.4893
1.156438,313.5396,89.37009,352.4573
1.169377,313.4924,89.4669,352.4848
1.178746,313.3467,89.51731,352.5646
1.190524,313.0502,89.42673,352.6259
1.202803,312.8502,89.24776,352.64
1.212351,312.9087,88.95593,352.7938
1.223342,313.1438,88.67721,353.0493
1.236717,313.6762,88.45351,353.3118
1.245813,314.0014,88.41477,353.481
1.25682,314.3764,88.57693,353.4014
1.269928,314.8846,88.79227,353.1826
1.279539,315.5739,88.769,353.1396
1.290618,316.4261,88.4874,353.3848
1.303579,316.9399,88.16439,353.8001
1.312807,316.9029,88.06931,354.0554
1.323951,316.8571,87.92848,354.1989
1.337193,316.9413,87.60622,354.5537
1.347555,317.7953,86.75038,355.5891
1.35733,318.4778,85.79788,357.1701
1.370508,318.9166,84.21687,359.698
1.379764,319.7775,82.48202,2.409819
1.391005,320.6397,80.99335,5.042393
1.404375,321.5562,80.00919,7.611057
1.413563,322.037,79.35204,10.37286
1.42438,322.7543,78.94682,12.93027
1.437503,323.1367,78.17715,15.32188
1.447064,323.1612,77.11678,17.53333
1.458054,323.9149,76.12553,18.87275
1.470945,324.7541,75.37283,20.16355
1.480503,325.2381,74.4707,21.55195
1.491742,325.6402,73.69404,23.12619
1.504588,326.3754,73.24776,24.6211
1.513871,327.156,73.10316,25.92339
1.525111,327.7709,73.10969,27.23528
1.537907,328.2977,72.98107,28.78992
1.547268,328.9556,72.49816,30.65272
1.558528,329.7979,71.96793,32.70404
1.57159,330.6935,71.34965,34.94189
1.58135,331.6688,70.56644,37.3101
1.592052,332.6714,69.70004,39.68536
1.606804,333.9552,68.87288,41.93771
1.614515,335.2099,68.16982,43.98584
1.625598,336.4833,67.43829,45.99952
1.638674,337.8025,66.74834,47.96471
1.647991,339.0845,65.95229,49.96994
1.659031,340.2967,65.12098,51.98442
1.671979,341.5608,64.4641,53.64433
1.681507,342.9657,63.88447,54.76736
1.692443,344.2502,63.29006,55.82059
1.705658,345.5437,62.78041,56.64197
1.714897,346.6954,62.39992,57.3015
1.725926,347.5941,62.13663,57.63318
1.73914,348.3907,61.879,57.94313
1.748398,349.2504,61.68056,58.27441
1.759718,350.1281,61.575,58.40463
1.772597,351.0515,61.46631,58.52225
1.782201,351.8921,61.24887,58.70042
1.793018,352.6761,60.9333,59.04417
1.805926,353.467,60.59957,59.36511
1.815437,354.1548,60.22607,59.71745
1.826522,354.8196,59.88012,60.11017
1.83977,355.4683,59.59512,60.3998
1.850537,356.0716,59.33456,60.59911
1.86008,356.5493,59.10975,60.8526
1.873053,357.2807,59.06464,61.01608
1.882463,358.0005,58.98377,61.24215
1.893609,358.6391,58.91829,61.51957
1.906613,359.2451,58.70052,61.68743
1.91621,359.9279,58.35956,61.74365
1.926924,0.5156708,57.84985,61.65783
1.94017,1.144812,57.22006,61.45528
1.949455,1.644117,56.58007,61.25885
1.960519,2.297721,56.15091,60.92866
1.974441,3.150504,55.81749,60.53402
1.98296,3.881609,55.48455,60.01819
1.994043,4.627541,55.00568,59.4405
2.006977,5.317513,54.37045,58.74742
2.01629,5.923424,53.74464,57.99596
2.027467,6.601897,53.18188,57.18047
2.040492,7.64953,52.62831,56.3401
2.050287,8.813553,52.2229,55.63316
2.061293,10.13734,51.84608,55.10544
2.074579,11.44024,51.40592,54.68927
2.083276,12.55458,50.87576,54.41081
2.094556,13.5664,50.32729,54.17834
2.107738,14.50228,49.75831,53.87762
2.117218,15.3206,49.19444,53.5309
2.128378,16.14623,48.56762,52.96886
2.141265,17.01951,47.83622,52.14401
2.150731,17.95933,47.0006,50.97751
2.161805,18.6963,46.12093,49.66306
2.175019,19.37069,45.34417,48.33406
2.184071,20.00164,44.74371,47.09975
2.195386,20.49015,44.1757,45.78218
2.20806,20.88412,43.51553,44.42099
2.217631,21.21742,42.86015,43.07854
2.229368,21.55869,42.11983,41.64855
2.241605,21.93682,41.25565,40.19474
