time,x,y,z
0,1.05806,5.800684,359.005
0.02,1.05806,5.800684,359.005
0.3533334,1.047185,5.819986,359.0251
0.3700193,357.5589,6.03466,359.8615
0.3760804,354.5508,8.646159,359.6673
0.3828719,354.5391,8.668727,359.6893
0.3986171,354.5305,8.692791,359.7225
0.4047887,354.5009,8.70219,359.75
0.4155179,354.4875,8.741073,359.7731
0.426796,354.4827,8.757357,359.8014
0.438374,354.4584,8.790183,359.8329
0.4491669,354.4352,8.812592,359.854
0.460265,354.4137,8.843764,359.856
0.4712204,354.3921,8.881399,359.8629
0.4823597,354.3923,8.920631,359.8644
0.4940405,354.3954,8.962941,359.8497
0.5054601,354.4016,8.996815,359.8373
0.5180164,354.4105,9.036141,359.8224
0.5265627,354.445,9.080178,359.8109
0.5378976,354.4692,9.104103,359.8185
0.5493382,354.4771,9.144511,359.8093
0.5602507,354.4694,9.182946,359.792
0.5711797,354.4475,9.197639,359.7874
0.5826579,354.4153,9.22202,359.7615
0.5965477,354.3665,9.24557,359.7411
0.6048545,354.326,9.272103,359.7224
0.6289233,354.2768,9.329782,359.6342
0.6377132,354.257,9.349833,359.5949
0.6490157,354.2589,9.383475,359.5427
0.6623172,354.2544,9.419523,359.494
0.6713237,354.245,9.459647,359.4527
0.6825207,354.25,9.513344,359.3989
0.6955613,354.2471,9.569967,359.3552
0.7048035,354.2242,9.620298,359.3145
0.7160035,354.229,9.688408,359.2568
0.729323,354.2411,9.758904,359.2239
0.7383152,354.2463,9.827879,359.1767
0.7493075,354.247,9.906852,359.1435
0.761811,354.262,9.983671,359.1113
0.7717884,354.2658,10.05877,359.108
0.782757,354.2865,10.13726,359.0962
0.795301,354.3022,10.20705,359.0979
0.8051606,354.3387,10.28634,359.1085
0.8181856,354.3702,10.34645,359.1151
0.8277057,354.4041,10.40724,359.12
0.8389697,354.4555,10.46329,359.1318
0.8530815,354.5146,10.51907,359.1282
0.8615307,354.5519,10.55986,359.1424
0.8723332,354.6336,10.57905,359.1715
0.8854565,354.6841,10.59254,359.1836
0.8949694,354.7515,10.60119,359.2253
0.906027,354.8116,10.58936,359.2524
0.9190006,354.8564,10.56913,359.2869
0.9283729,354.8879,10.54673,359.31
0.9394016,354.9088,10.50574,359.3166
0.9522313,354.9202,10.47542,359.3293
0.9618626,354.9538,10.43539,359.3459
0.9729373,354.9565,10.37928,359.3574
0.9858875,354.9822,10.32926,359.3565
0.9955894,354.9919,10.27541,359.3634
1.006392,354.994,10.21657,359.3884
1.019222,354.991,10.16356,359.3744
