time,x,y,z
0,10.87981,3.468816,352.5193
0.02,10.87981,3.468816,352.5193
0.3533334,11.00793,3.784425,352.7936
0.3721517,8.898653,2.430169,356.6097
0.3799156,8.923672,2.404287,356.6999
0.3901222,8.925992,2.39112,356.7167
0.4052608,8.924975,2.389058,356.7379
0.4120393,8.915085,2.382259,356.758
0.4224046,8.907224,2.365658,356.7733
0.433376,8.913659,2.35584,356.774
0.4446727,8.92139,2.33949,356.7881
0.4558673,8.931097,2.340273,356.7989
0.4669216,8.943838,2.332501,356.7974
0.4782057,8.955988,2.336759,356.8102
0.4894186,8.95347,2.326132,356.8028
0.5005964,8.942302,2.331754,356.8088
0.5118165,8.946588,2.333466,356.811
0.5231541,8.945669,2.340086,356.8096
0.5344247,8.927756,2.346865,356.8108
0.548517,8.919019,2.355949,356.8207
0.555481,8.910639,2.355764,356.8281
0.5666837,8.881745,2.371294,356.8229
0.579469,8.869211,2.38356,356.8293
0.5893088,8.852227,2.383994,356.8485
0.600272,8.831232,2.384581,356.856
0.6112974,8.828051,2.373913,356.8564
0.6280861,8.830069,2.375633,356.8523
0.6336548,8.81146,2.363209,356.8674
0.6560566,8.778904,2.339132,356.8636
0.6714019,8.757014,2.338992,356.8809
0.6787723,8.748878,2.333484,356.8813
0.6933175,8.734145,2.321125,356.8982
0.7006624,8.728889,2.308581,356.9096
0.7118155,8.738586,2.305221,356.9038
0.7256615,8.730922,2.303324,356.9092
0.7343466,8.726858,2.297169,356.9061
0.7454005,8.725902,2.289194,356.9278
0.7605072,8.709361,2.272977,356.9178
0.7676184,8.721564,2.286478,356.92
0.7789587,8.71981,2.290163,356.9026
0.7930682,8.746665,2.2877,356.9018
0.8014417,8.746813,2.299218,356.8986
0.8123253,8.75203,2.311947,356.9026
0.8257571,8.748016,2.296638,356.9167
0.8347688,8.732245,2.303265,356.9141
0.8471554,8.703898,2.307549,356.9189
0.8588241,8.694252,2.332194,356.9113
0.8683959,8.67878,2.333624,356.92
0.8795941,8.668974,2.343226,356.9012
0.8934051,8.666832,2.346952,356.9003
0.9021578,8.683444,2.362056,356.9084
0.9121439,8.656528,2.364955,356.9115
0.9258141,8.642581,2.368422,356.9163
0.9350932,8.616461,2.371505,356.9171
0.9455522,8.589217,2.393564,356.9168
0.9598711,8.578302,2.383642,356.9125
0.967984,8.577291,2.396862,356.9073
0.9795557,8.564137,2.405183,356.9197
0.9933921,8.568564,2.412998,356.9006
1.001316,8.567455,2.404682,356.8919
1.012554,8.567555,2.410577,356.8987
1.025243,8.556182,2.415198,356.8953
1.035975,8.528311,2.417865,356.8854
1.046245,8.513715,2.424932,356.8701
1.060326,8.497528,2.434909,356.8684
1.068508,8.497263,2.427675,356.8692
1.079639,8.494736,2.446105,356.8691
1.093733,8.515172,2.460677,356.8586
1.101916,8.526878,2.458976,356.843
1.112966,8.51307,2.467555,356.8352
1.126526,8.492785,2.481865,356.8341
1.136256,8.457752,2.476566,356.8298
1.146729,8.438185,2.482773,356.8214
1.16065,8.432339,2.488671,356.8182
1.168978,8.432848,2.488405,356.8118
1.180397,8.404709,2.491226,356.802
1.194021,8.402255,2.507326,356.8091
1.202449,8.392158,2.521994,356.8087
1.213822,8.3599,2.526864,356.8127
1.227234,8.358488,2.533725,356.808
1.235872,8.343281,2.534036,356.8174
1.247584,8.331363,2.534081,356.8317
1.260713,8.312548,2.54172,356.8371
1.271473,8.307749,2.546191,356.8355
1.280967,8.322066,2.537198,356.8355
1.294996,8.319869,2.53645,356.8417
1.30315,8.312829,2.52729,356.8418
1.314192,8.314438,2.50706,356.8517
1.326988,8.298673,2.503069,356.8535
1.336472,8.289527,2.477263,356.8645
1.348565,8.285058,2.452493,356.8514
1.36092,8.282371,2.407727,356.8555
1.370206,8.294348,2.380441,356.8384
1.381177,8.325571,2.349536,356.8426
1.393956,8.354496,2.289454,356.8389
1.403629,8.360424,2.231073,356.8282
1.414858,8.372841,2.169888,356.8527
1.428128,8.345644,2.086525,356.8442
1.43712,8.33817,1.998495,356.8427
1.448429,8.36036,1.923139,356.8228
1.461406,8.377919,1.838291,356.8188
1.470809,8.428724,1.764987,356.8079
1.481779,8.497236,1.681059,356.8111
1.494599,8.571772,1.592467,356.7909
1.503915,8.697511,1.495758,356.7683
1.515355,8.852438,1.391987,356.7693
1.528325,9.069843,1.269085,356.7543
1.537551,9.338305,1.137553,356.753
1.549735,9.638211,0.9990471,356.7587
1.561681,10.12732,0.837024,356.7722
1.571255,10.66799,0.6518202,356.7823
1.582091,11.23721,0.4538989,356.7744
1.594984,11.77022,0.2153695,356.7356
1.604699,12.20601,-0.04418945,356.7372
1.615606,12.66055,-0.3738403,356.7685
