time,x,y,z
0,7.817708,-1.736664,0.7516479
0.02,7.817708,-1.736664,0.7516479
0.3343668,7.826787,-1.801483,0.7355524
0.3541001,17.35355,-23.30069,359.8589
0.3602658,25.39475,-33.57208,359.2079
0.3658368,25.72219,-33.8396,359.3096
0.375471,25.89498,-34.03143,359.3947
0.3840825,25.98215,-34.21295,359.4803
0.3945893,25.84848,-34.29349,359.547
0.4057334,25.66954,-34.33759,359.6142
0.4167907,25.46211,-34.3638,359.6793
0.4278816,25.21909,-34.31372,359.7554
0.4395951,24.93782,-34.24966,359.8539
0.4502302,24.69455,-34.16882,359.9789
0.4616189,24.46514,-34.0686,0.1203788
0.472812,24.23934,-33.96289,0.2606498
0.483945,24.02085,-33.8309,0.4174412
0.4951519,23.78937,-33.71326,0.5800549
0.5061368,23.54895,-33.61115,0.7615867
0.5177175,23.32479,-33.52563,0.9145124
0.5265341,23.12362,-33.46246,1.031619
0.5378826,22.92908,-33.4097,1.110419
0.5493116,22.7668,-33.36523,1.18679
0.5603805,22.58288,-33.33871,1.238876
0.5716379,22.39501,-33.30087,1.290102
0.582588,22.20649,-33.25787,1.356177
0.5939364,22.02271,-33.23666,1.412269
0.6047004,21.8312,-33.19702,1.490065
0.6184475,21.62883,-33.16101,1.533927
0.6271908,21.40631,-33.1051,1.593406
0.652399,20.87391,-32.95822,1.736037
0.660622,20.55574,-32.85712,1.833344
0.6745794,20.21293,-32.75842,1.92099
0.6828234,19.90232,-32.64841,2.051533
0.6941319,19.60047,-32.55219,2.174697
0.7051194,19.3062,-32.46088,2.290651
0.717984,19.05079,-32.37329,2.393394
0.7274998,18.74388,-32.26617,2.511897
0.7402467,18.46752,-32.18073,2.618797
0.7497845,18.16986,-32.09003,2.7591
0.7611963,17.89181,-31.99924,2.881919
0.7743701,17.67078,-31.95667,3.009139
0.7833421,17.5127,-31.91104,3.144828
0.7944631,17.34979,-31.8613,3.210866
0.8069671,17.16161,-31.80527,3.259867
0.8167318,16.96018,-31.73648,3.267759
0.8279342,16.73857,-31.66891,3.314879
0.8405837,16.49198,-31.59302,3.382062
0.8503579,16.21467,-31.53,3.453207
0.8619942,15.91845,-31.48135,3.513442
0.8748856,15.63269,-31.42349,3.567682
0.8851964,15.37959,-31.38901,3.607981
0.8951831,15.14058,-31.36432,3.642193
0.9083266,14.92361,-31.33344,3.664041
0.9175853,14.72963,-31.31802,3.664436
0.9285858,14.55135,-31.29361,3.674687
0.9422475,14.42115,-31.26266,3.674096
0.9510425,14.29662,-31.23547,3.673285
0.9623095,14.27249,-31.20923,3.686006
0.9748349,14.22624,-31.17386,3.715438
0.9844424,14.21587,-31.14587,3.70601
0.9954664,14.24078,-31.1217,3.696901
1.008363,14.30378,-31.09579,3.692746
1.018036,14.41451,-31.07205,3.695762
1.029073,14.53837,-31.04718,3.687416
1.042202,14.78949,-31.02573,3.643411
1.051407,15.03169,-31.01859,3.591372
1.062642,15.34681,-30.99573,3.558283
1.075279,15.65358,-30.97638,3.536469
1.084922,15.98396,-30.9841,3.510662
1.096213,16.3487,-30.98837,3.49025
1.109194,16.67658,-30.98141,3.44469
1.11883,16.95561,-30.98575,3.376255
1.129704,17.14784,-30.96417,3.300418
1.142662,17.304,-30.92477,3.27121
1.152048,17.43588,-30.90393,3.229657
1.163259,17.57855,-30.85553,3.205963
