time,x,y,z
0,354.9917,5.547972,357.5193
0.02,354.9917,5.547972,357.5193
0.3533334,354.8684,5.333516,357.3159
0.3706025,349.2349,11.60713,359.2966
0.3774818,349.4082,11.25265,359.5133
0.383559,349.4362,11.16337,359.5597
0.3915398,349.4656,11.07078,359.6124
0.4041743,349.5177,10.963,359.6448
0.4137571,349.5636,10.88355,359.6784
0.4246278,349.6292,10.79009,359.7186
0.435771,349.7019,10.70417,359.7594
0.4468911,349.7686,10.61922,359.7835
0.4578763,349.8374,10.51867,359.8262
0.4685204,349.9057,10.39798,359.883
0.4796633,349.9275,10.26909,359.9377
0.4907617,349.9727,10.14027,359.9627
0.5020053,350.0298,10.03281,359.9399
0.5140929,350.0914,9.936243,359.9116
0.5231512,350.1824,9.828112,359.9131
0.5342201,350.2928,9.768983,359.9146
0.5454246,350.3984,9.722008,359.9507
0.5568424,350.5079,9.689206,359.9844
0.5681783,350.6106,9.714045,0.02890165
0.5792797,350.6634,9.784049,0.0320656
0.5903319,350.7201,9.832032,0.006934824
0.6013771,350.7662,9.864536,-0.004193704
0.6169778,350.7964,9.861389,0.03183554
0.6237158,350.8464,9.871333,0.0680414
0.6481037,350.9149,9.8604,0.1764725
0.6571398,350.9253,9.833177,0.1963333
0.6682962,350.9317,9.765662,0.1632032
0.6819387,350.946,9.664472,0.1253874
0.6907502,350.9671,9.531669,0.08416399
0.7017132,350.9882,9.356854,0.100917
0.7154909,351.0165,9.180488,0.1482576
0.7242508,351.0479,8.963748,0.2121644
0.7371572,351.1157,8.734375,0.3068476
0.7464254,351.162,8.475651,0.4603265
0.7573866,351.1743,8.251044,0.6259431
0.7699411,351.1547,8.063862,0.7820937
0.7804316,351.1365,7.933687,0.9156536
0.7908847,351.1048,7.851419,1.054127
0.8035056,351.0805,7.790456,1.169044
0.8134199,351.0472,7.743375,1.234344
0.8246334,351.0059,7.693521,1.298343
0.8372086,350.9688,7.643509,1.358785
0.8490685,350.951,7.597939,1.400421
0.858335,350.9289,7.534931,1.42868
0.8708168,350.9427,7.486028,1.445752
0.8805529,350.9686,7.450683,1.50226
0.8916768,351.0168,7.401556,1.554311
0.9055167,351.0725,7.351539,1.58661
0.9161429,351.1479,7.306396,1.619327
0.9252712,351.1759,7.242001,1.65777
0.9387042,351.2734,7.165789,1.639889
0.9476795,351.3534,7.106111,1.642928
0.9586214,351.4231,7.03025,1.619067
0.9711086,351.5128,6.975994,1.565303
0.9809382,351.6228,6.92425,1.513223
0.9918969,351.728,6.884663,1.468247
1.004387,351.8306,6.855136,1.445982
1.014695,351.916,6.834579,1.421451
1.025631,352.0147,6.799332,1.408677
1.038349,352.0913,6.787839,1.391594
1.048002,352.1569,6.789252,1.375375
1.059139,352.246,6.793644,1.35253
1.071857,352.2995,6.820588,1.294597
1.081438,352.37,6.856649,1.24107
1.092597,352.4632,6.89924,1.169053
1.105582,352.5739,6.968219,1.112965
1.115244,352.6847,7.035218,1.05421
1.126394,352.8281,7.119177,0.9848527
1.139721,352.9534,7.22663,0.8994967
1.148728,353.0913,7.320055,0.8100361
1.15988,353.231,7.388513,0.7193087
1.173344,353.3417,7.448398,0.672209
1.182427,353.425,7.488621,0.6795792
1.194521,353.5334,7.523441,0.68137
1.207168,353.6376,7.537586,0.703236
1.215953,353.7602,7.533353,0.7311127
1.226832,353.8911,7.483976,0.7656211
1.239761,354.0135,7.410673,0.7884708
1.249422,354.131,7.333442,0.7864354
1.260201,354.2694,7.274967,0.7671524
1.273477,354.409,7.24228,0.7341905
1.2826,354.5623,7.213147,0.7023501
1.293979,354.7261,7.194811,0.679574
1.30675,354.8755,7.181304,0.6718999
1.316437,355.0148,7.159784,0.6659038
1.327224,355.1308,7.125319,0.6492842
1.340331,355.2437,7.116692,0.6299712
1.351012,355.2918,7.11746,0.620824
1.360865,355.3348,7.114116,0.6375778
1.374726,355.3663,7.139917,0.6480514
1.383445,355.3849,7.169873,0.6704304
1.394328,355.4067,7.183745,0.6806133
1.407076,355.4163,7.196875,0.6940028
1.417003,355.4217,7.191189,0.7004898
1.427844,355.4223,7.178133,0.7233001
1.440784,355.4078,7.16171,0.7395158
1.450711,355.3961,7.138481,0.7458823
1.461586,355.3924,7.113516,0.7866537
1.474666,355.369,7.082405,0.8587953
1.48398,355.327,7.040954,0.9442684
1.495,355.2646,6.982098,1.00644
1.507622,355.2256,6.934014,1.077332
1.517474,355.1079,6.847789,1.204825
1.528399,355.0161,6.771093,1.283019
1.541692,354.8998,6.714113,1.354138
1.550818,354.8145,6.660312,1.445594
1.561792,354.7183,6.607484,1.540717
1.575274,354.6481,6.560246,1.624592
1.584252,354.5593,6.49198,1.709702
1.595347,354.4834,6.433295,1.750726
1.608749,354.4135,6.391287,1.76975
1.618067,354.357,6.329007,1.794994
1.628994,354.3138,6.288816,1.82981
1.641748,354.2428,6.267624,1.852379
1.651189,354.1597,6.257909,1.871211
1.662611,354.0893,6.255276,1.87131
1.67614,354.0125,6.269248,1.871485
1.684972,353.9568,6.295934,1.838077
1.696006,353.8959,6.310743,1.820402
1.70961,353.8403,6.349047,1.798748
1.718302,353.7924,6.388979,1.776351
1.729673,353.7231,6.424661,1.770798
1.742467,353.6504,6.481245,1.768059
1.751868,353.5803,6.533609,1.767718
1.763104,353.5053,6.583781,1.748788
