time,x,y,z
0,7.641606,-1.334625,1.983621
0.02,7.641606,-1.334625,1.983621
0.3533334,7.796007,-1.201965,1.991034
0.3740826,16.01255,57.77392,2.570475
0.3805493,15.65555,58.00037,2.123359
0.3863492,15.5863,57.9696,2.104773
0.3961731,15.54202,57.94874,2.09149
0.4041551,15.49685,57.92935,2.078492
0.4151931,15.44746,57.92808,2.065882
0.4264373,15.40713,57.91442,2.07295
0.4375979,15.3406,57.91046,2.102189
0.4486642,15.26966,57.91144,2.129776
0.4601247,15.2208,57.91232,2.151545
0.4711769,15.15483,57.90182,2.163565
0.4823943,15.0958,57.90916,2.195209
0.4935496,15.04592,57.89595,2.21912
0.5056735,14.98946,57.87115,2.236426
0.5168207,14.93534,57.83483,2.252057
0.527243,14.90038,57.80183,2.279467
0.5388919,14.82929,57.7697,2.272822
0.5495111,14.77296,57.71519,2.271006
0.5606219,14.72853,57.67668,2.243722
0.5715395,14.68453,57.62217,2.230491
0.5869676,14.6115,57.57322,2.216516
0.5939106,14.5635,57.52549,2.1927
0.61948,14.49241,57.4221,2.174823
0.6273637,14.45644,57.3912,2.155205
0.6390442,14.40907,57.33575,2.142196
0.6523027,14.3578,57.29176,2.137057
0.6612227,14.33411,57.24394,2.129493
0.671945,14.29036,57.20034,2.116414
0.6856752,14.24278,57.13877,2.100258
0.6945481,14.19816,57.0871,2.09423
0.7056889,14.15428,57.01135,2.079268
0.7190301,14.09823,56.93531,2.062473
0.7280072,14.0231,56.80178,2.045906
0.7393938,13.94922,56.66615,2.069247
0.7517449,13.86484,56.49675,2.109318
0.7615435,13.74239,56.26714,2.148331
0.7722781,13.63746,55.98376,2.199067
0.7850417,13.61879,55.60233,2.31089
0.7948235,13.73839,55.17577,2.427323
0.805811,13.92712,54.66729,2.525836
0.8190261,14.08061,54.14667,2.566788
0.8282724,14.23115,53.55614,2.51171
0.8402761,14.34744,52.95203,2.45236
0.8535981,14.49209,52.32074,2.404083
0.8624436,14.64853,51.61489,2.355094
0.8732866,14.7663,50.92151,2.341939
0.8862768,14.86551,50.1652,2.342491
0.8994383,14.94007,49.3889,2.323964
0.906664,15.00296,48.61865,2.291941
0.9204502,15.0341,47.8075,2.264574
0.9289468,15.04147,46.97885,2.230653
0.9401771,15.07737,46.1821,2.19886
0.9527362,15.1034,45.31507,2.118468
0.9623041,15.10982,44.48943,2.046906
0.973407,15.13304,43.62118,1.950007
0.986076,15.16248,42.76506,1.85799
0.9962153,15.15514,41.92923,1.783175
1.007071,15.14176,41.12176,1.691531
1.020441,15.16235,40.34531,1.600024
1.029269,15.24442,39.58669,1.51937
1.040453,15.37297,38.83678,1.458126
1.053194,15.54573,38.09772,1.394715
1.062843,15.71736,37.3642,1.343921
1.07394,15.89196,36.62495,1.345485
1.088207,16.10399,35.88996,1.380565
1.096884,16.38061,35.14295,1.456389
1.107742,16.70769,34.37686,1.552084
1.121561,17.0785,33.60103,1.621408
1.130467,17.50683,32.79052,1.702157
1.141286,17.8958,31.94201,1.805151
1.154116,18.20549,31.09198,1.887237
1.163614,18.47022,30.27103,1.9807
1.174559,18.69083,29.41868,2.079473
1.187453,18.88248,28.57821,2.183906
1.19773,19.04933,27.72267,2.295559
1.20856,19.2067,26.84082,2.404009
1.221144,19.37457,25.93192,2.426995
1.230555,19.44592,25.01204,2.402742
1.241742,19.4276,24.11333,2.356655
1.25513,19.43171,23.25132,2.31952
1.264375,19.41814,22.38585,2.324378
1.275184,19.423,21.57558,2.311622
1.288359,19.53492,20.80658,2.33924
1.297621,19.64268,20.01341,2.374906
1.308695,19.72696,19.23362,2.3924
1.321976,19.76321,18.4343,2.395948
1.331659,19.78536,17.61447,2.380373
1.342345,19.80675,16.76912,2.326957
1.355565,19.79897,15.90193,2.223419
1.364663,19.82858,15.02079,2.095458
1.375715,19.85298,14.10877,1.963866
1.38877,19.90053,13.23532,1.835997
1.399592,19.95845,12.36003,1.773941
1.409247,20.04713,11.48252,1.747559
1.423138,20.16173,10.56099,1.747726
1.431755,20.31614,9.58429,1.7521
1.442861,20.50128,8.598575,1.756823
1.455909,20.73709,7.579912,1.736284
1.465016,20.99466,6.522945,1.700835
1.476627,21.26329,5.417473,1.651383
1.489259,21.568,4.214381,1.608427
1.498922,21.87712,2.936747,1.580127
1.509662,22.19011,1.582104,1.534623
1.523157,22.48082,0.1444596,1.477006
1.532073,22.73419,-1.320068,1.392779
1.543175,22.9286,-2.804382,1.307216
1.556163,23.05191,-4.278198,1.223491
1.565475,23.17315,-5.70993,1.151025
1.576757,23.29575,-7.105408,1.085392
1.590254,23.3958,-8.461823,1.012779
1.599488,23.48054,-9.733032,0.9649642
1.61038,23.56437,-10.95041,0.9345417
