time,x,y,z
0,346.295,-7.853699,356.5341
0.02,346.295,-7.853699,356.5341
0.3533334,346.2883,-7.860687,356.5081
0.3762138,349.7032,-9.226837,356.6465
0.3821652,349.6826,-9.259491,356.6491
0.3892196,349.6779,-9.276733,356.649
0.4009656,349.6716,-9.296173,356.6544
0.4226021,349.6733,-9.320709,356.6715
0.4449408,349.6735,-9.309387,356.7046
0.4561267,349.6781,-9.298828,356.6992
0.4672525,349.6768,-9.302765,356.7205
0.4787448,349.6632,-9.300842,356.7262
0.4901381,349.669,-9.291107,356.7502
0.5008186,349.6572,-9.287567,356.7693
0.5122328,349.6578,-9.290039,356.7902
0.5234126,349.664,-9.281616,356.7964
0.5343284,349.6662,-9.27829,356.8077
0.5459136,349.6588,-9.279327,356.8081
0.5568137,349.6524,-9.286041,356.8158
0.5681502,349.6241,-9.287598,356.8295
0.5793553,349.6284,-9.291595,356.8522
0.5943565,349.604,-9.293945,356.8619
0.6017414,349.5959,-9.314026,356.8842
0.627008,349.6108,-9.335785,356.9193
0.6345338,349.6113,-9.335175,356.9295
0.6486375,349.6191,-9.338257,356.9235
0.6570071,349.6243,-9.341309,356.9075
0.6686822,349.6167,-9.357849,356.89
0.6791911,349.626,-9.365936,356.8799
0.6916282,349.6264,-9.369202,356.8808
0.7016752,349.6346,-9.375031,356.8634
0.7148334,349.6444,-9.377686,356.8491
0.7238547,349.6616,-9.378571,356.8394
0.7349495,349.6811,-9.377686,356.8293
0.7474244,349.6956,-9.367889,356.8238
0.7576143,349.7004,-9.36795,356.8127
0.7686,349.7184,-9.36142,356.7948
0.7810668,349.7194,-9.347992,356.7914
0.7908393,349.7223,-9.340088,356.7897
0.8019185,349.7071,-9.345673,356.791
0.81444,349.7054,-9.33728,356.7876
0.8244495,349.6906,-9.340851,356.7977
0.8358737,349.6898,-9.331635,356.7929
0.8499182,349.6845,-9.339447,356.775
0.8585219,349.6841,-9.336304,356.7692
0.8692883,349.6706,-9.332214,356.7666
