time,x,y,z
0,11.24772,25.87428,1.574686
0.02,11.24772,25.87428,1.574686
0.3533334,11.68442,25.92251,1.538486
0.3748235,2.95837,61.48936,2.494141
0.3819849,6.244713,57.41078,2.805362
0.3900961,6.323784,57.16796,2.842278
0.4004121,6.397013,56.92072,2.864346
0.4110358,6.463495,56.67952,2.89848
0.4222977,6.549673,56.45556,2.936731
0.4335605,6.610998,56.21232,2.949384
0.4445857,6.677817,55.97046,2.978017
0.4558911,6.74077,55.74071,2.998252
0.4670575,6.784051,55.51399,3.007215
0.4784344,6.835029,55.29297,3.016108
0.4896612,6.863843,55.09486,3.018637
0.5005902,6.891245,54.90249,3.012115
0.5121366,6.90758,54.72255,3.010955
0.523833,6.949715,54.54601,3.006108
0.5340577,6.975875,54.37863,3.018124
0.545212,7.024132,54.23457,3.016904
0.5565643,7.072261,54.08382,3.020939
0.5678608,7.110122,53.95587,3.031134
0.5789854,7.137124,53.84673,3.034008
0.5899207,7.153148,53.75177,3.039418
0.6010194,7.177106,53.69506,3.064429
0.6148326,7.197704,53.63057,3.096509
0.6235351,7.233169,53.57748,3.121082
0.64767,7.336026,53.50023,3.154336
0.6569089,7.407028,53.46826,3.168408
0.6680674,7.488091,53.43574,3.185026
0.6815146,7.556003,53.40624,3.194324
0.6904287,7.611184,53.38506,3.201386
0.7042764,7.688466,53.36026,3.199908
0.7127118,7.733161,53.33916,3.204052
0.7238012,7.78857,53.31356,3.226898
0.7377111,7.847347,53.29623,3.221585
0.7461108,7.906726,53.26815,3.212683
0.7574126,7.947685,53.2378,3.206168
0.7711372,7.984,53.20317,3.204275
0.7803808,8.027091,53.15483,3.206141
0.7909021,8.063241,53.10461,3.19653
0.8045542,8.087063,53.05581,3.18491
0.8130755,8.098001,53.00937,3.184278
0.8242413,8.107424,52.96109,3.168279
0.8373402,8.115397,52.9206,3.145503
0.8474808,8.138876,52.87756,3.12363
0.8576706,8.162725,52.83557,3.116657
0.871241,8.195265,52.76439,3.128019
0.8804309,8.227643,52.65907,3.148915
0.8915185,8.266161,52.52274,3.152754
0.9043341,8.339913,52.34637,3.167413
0.9139011,8.43709,52.14037,3.158847
0.9248734,8.55078,51.91936,3.15346
0.9386841,8.704781,51.67002,3.147633
0.9473941,8.907331,51.39162,3.137725
0.9584652,9.122169,51.09461,3.142685
