time,x,y,z
0,355.1725,15.66493,355.7117
0.02,355.1725,15.66493,355.7117
0.3533334,355.2068,15.66952,355.7194
0.3924352,0.4403246,14.89545,356.5655
0.3997679,4.357794,13.70315,356.5921
0.404439,4.411675,13.58761,356.597
0.4184808,4.458801,13.47748,356.6027
0.4260313,4.470333,13.37188,356.6203
0.4370793,4.479306,13.25212,356.6218
0.4484373,4.484517,13.13231,356.6188
0.4594901,4.491346,13.01437,356.6328
0.4701973,4.492864,12.89138,356.6341
0.4812777,4.496137,12.78034,356.6432
0.4923774,4.487504,12.67038,356.653
0.5036939,4.463855,12.54461,356.6524
0.5152569,4.415541,12.43951,356.6627
0.5300412,4.357503,12.34272,356.6667
0.5380472,4.288567,12.21606,356.6786
0.5481297,4.21112,12.12935,356.6812
0.5600311,4.132389,12.033,356.6951
0.5810615,4.075703,11.94149,356.7073
0.5927432,4.006425,11.84915,356.7311
0.6022311,3.869263,11.67604,356.7614
0.6134482,3.802148,11.59631,356.7704
0.7695495,3.741759,11.52844,356.7718
0.773967,3.693452,11.44493,356.7699
0.7812231,3.400015,11.01421,356.8649
0.7949239,3.328785,11.02774,356.8664
0.8032199,3.263201,11.04121,356.8731
0.814236,3.181467,11.0625,356.8896
0.8284644,3.093794,11.08654,356.8859
0.8366483,3.002197,11.11522,356.8885
0.847549,2.90629,11.15353,356.897
0.8601681,2.815385,11.19589,356.8975
0.8698952,2.687854,11.23179,356.9187
0.8818109,2.564108,11.29292,356.903
0.8939905,2.44728,11.34898,356.8834
0.9036463,2.315353,11.42447,356.8826
0.9148067,2.17314,11.49476,356.8669
0.9277395,2.053901,11.56342,356.8553
0.9371745,1.943147,11.62337,356.8517
0.9512061,1.831597,11.70187,356.854
0.9595775,1.712582,11.75771,356.8566
0.9706372,1.631041,11.82889,356.8445
0.9844964,1.538897,11.89032,356.8292
0.9930351,1.445886,11.94517,356.8197
1.004048,1.364199,12.01022,356.8077
1.016856,1.292339,12.06422,356.7943
1.026446,1.243734,12.10658,356.7761
1.037639,1.199269,12.13571,356.7602
1.050963,1.172685,12.16538,356.7562
1.059968,1.140831,12.18336,356.7453
1.07115,1.129987,12.16549,356.7524
1.083794,1.097858,12.13343,356.7615
1.09354,1.105572,12.04083,356.7873
1.104536,1.111494,11.89358,356.8286
1.117332,1.120824,11.69168,356.8622
1.127036,1.150012,11.42941,356.906
1.138112,1.170401,11.05709,356.955
1.152501,1.199361,10.60394,357.0388
1.160476,1.18812,10.02923,357.1058
1.17165,1.207141,9.32259,357.1608
1.184534,1.206246,8.604596,357.1702
1.194137,1.219064,7.80838,357.1617
1.205222,1.208129,6.970158,357.1329
1.21853,1.173639,6.105373,357.1007
1.22752,1.121787,5.262458,357.0589
1.238949,1.073989,4.372419,356.9996
1.251888,1.025176,3.478033,356.9571
1.26115,0.9853029,2.613071,356.9161
1.272172,0.9378331,1.752412,356.8919
1.286013,0.8758855,0.8919419,356.8654
1.294587,0.8442187,0.05291414,356.8718
1.305664,0.795683,-0.7799072,356.8986
1.318186,0.7517067,-1.606842,356.9379
1.32788,0.7038201,-2.421509,356.9858
1.339164,0.6325832,-3.202942,357.0038
1.35211,0.5747168,-3.969421,357.0052
1.361552,0.505703,-4.687744,356.9997
1.37268,0.4468582,-5.409668,356.9906
1.386545,0.4015812,-6.090576,356.9927
1.395404,0.3627348,-6.766998,357.0241
1.406225,0.3246385,-7.430939,357.0341
1.418904,0.2936625,-8.07605,357.0368
1.428617,0.2717099,-8.669647,357.0537
1.439749,0.2523935,-9.247314,357.0655
1.452418,0.2076229,-9.805756,357.0875
1.462234,0.1535837,-10.32385,357.1227
1.473258,0.1045414,-10.84027,357.1521
1.48615,0.04249392,-11.35126,357.1709
1.495869,-0.002451584,-11.81247,357.1888
1.506795,359.9839,-12.24756,357.1978
1.519587,359.9515,-12.66498,357.2296
1.529146,359.9365,-13.07132,357.2556
1.54054,359.9086,-13.45676,357.2799
1.553177,359.8962,-13.83194,357.2882
1.562775,359.8632,-14.16681,357.3164
1.574169,359.8367,-14.50592,357.332
1.586879,359.8289,-14.80377,357.3533
1.596154,359.8144,-15.10199,357.3789
1.607209,359.7836,-15.3916,357.4123
1.620528,359.7488,-15.68051,357.4486
1.629658,359.7341,-15.95218,357.4751
1.640914,359.7286,-16.20477,357.5168
1.653578,359.708,-16.47058,357.5642
1.663206,359.7274,-16.68121,357.593
1.674387,359.7481,-16.87076,357.6402
1.687748,359.7662,-17.05905,357.671
1.696682,359.8037,-17.18936,357.7164
1.707871,359.8248,-17.32776,357.7537
1.722149,359.8553,-17.43286,357.7848
1.730318,359.9016,-17.52066,357.847
1.741499,359.9487,-17.57843,357.8949
1.754227,-1.760908E-06,-17.6347,357.9519
1.764016,0.07279135,-17.67517,358.0001
1.775141,0.1254248,-17.70773,358.0477
1.787596,0.1759645,-17.71069,358.0747
1.797191,0.227462,-17.70242,358.1111
1.80883,0.2875144,-17.67813,358.1247
1.821324,0.339475,-17.65561,358.147
1.830912,0.3822775,-17.6261,358.1678
1.84191,0.4309821,-17.58466,358.1823
