time,x,y,z
0,9.859862,3.394827,356.7891
0.02,9.859862,3.394827,356.7891
0.3533334,9.917124,3.457406,356.7948
0.36962,20.9703,1.335655,357.5068
0.375614,20.51587,2.376072,358.0108
0.3822703,20.34915,2.565634,358.0386
0.3995606,20.19094,2.737378,358.0428
0.4047238,20.0451,2.906624,358.0406
0.4154037,19.89137,3.047965,358.0663
0.4265283,19.72816,3.183863,358.1496
0.4376517,19.56926,3.303538,358.2879
0.4487855,19.41327,3.414442,358.3836
0.4604293,19.23117,3.519639,358.4849
0.4711342,19.06809,3.615735,358.5926
0.4825111,18.93818,3.681618,358.6832
0.4935119,18.82622,3.722565,358.7249
0.5050223,18.74678,3.751322,358.7678
0.5158551,18.67306,3.762802,358.7896
0.5271618,18.65842,3.761239,358.8589
0.5381208,18.64403,3.759891,358.9573
0.549423,18.58657,3.731253,359.0392
0.5607483,18.55772,3.712093,359.092
0.5717406,18.52239,3.654857,359.1088
0.5830596,18.51858,3.591337,359.1064
0.5940351,18.51081,3.506799,359.1622
0.6052845,18.49836,3.423316,359.1929
0.6164003,18.49062,3.320879,359.2188
0.627917,18.47021,3.236133,359.2289
0.6389178,18.48196,3.148368,359.2546
0.6500009,18.47761,3.070871,359.311
0.6616363,18.46605,3.004757,359.356
0.6722191,18.4604,2.932122,359.3838
0.6833256,18.44,2.868369,359.3921
0.6948655,18.41186,2.826371,359.4042
0.7061499,18.41102,2.796753,359.4026
0.7171099,18.4082,2.784778,359.4125
0.7281154,18.40504,2.775327,359.4195
0.7394515,18.39148,2.76191,359.436
0.7504784,18.37366,2.772522,359.4865
0.7617127,18.34283,2.788803,359.5376
0.7729205,18.31364,2.787665,359.5573
0.7838068,18.29176,2.84057,359.5844
0.7951955,18.2809,2.891663,359.5931
0.8062522,18.30938,2.957375,359.6076
0.8174576,18.34281,3.02015,359.5962
0.8287342,18.40578,3.071645,359.5811
0.8400658,18.44437,3.112716,359.5489
0.8520822,18.49624,3.149397,359.5316
0.8620007,18.55412,3.18506,359.5054
0.8731079,18.59544,3.22019,359.5034
0.8845825,18.64122,3.249249,359.4895
0.8955764,18.68378,3.306933,359.5114
0.9066907,18.71165,3.332034,359.5415
0.9177188,18.73013,3.371577,359.598
0.9287641,18.76528,3.36684,359.6896
0.9776312,18.78373,3.317293,359.7023
0.9845631,18.74428,3.114421,359.4648
0.9957351,18.71079,3.084819,359.416
1.007171,18.68723,3.046268,359.3624
