time,x,y,z
0,355.7212,-8.72348,359.019
0.02,355.7212,-8.72348,359.019
0.3416492,355.71,-8.701172,359.0042
0.3596461,356.9341,-9.624847,359.6435
0.3657008,357.0804,-9.706818,359.6415
0.3705973,357.0723,-9.693329,359.6196
0.3815353,357.0759,-9.691345,359.5833
0.3926289,357.0881,-9.67984,359.5564
0.4033902,357.0821,-9.668365,359.5458
0.4146079,357.0792,-9.653015,359.5468
0.4254886,357.0887,-9.660278,359.5387
0.4365999,357.1102,-9.649719,359.5336
0.4480346,357.1041,-9.657257,359.5456
0.4590435,357.1088,-9.654388,359.5541
0.4703979,357.1167,-9.65155,359.5596
0.4814801,357.122,-9.660736,359.5538
0.4927108,357.1252,-9.671295,359.5587
0.5037827,357.1284,-9.681763,359.5677
0.5149876,357.1422,-9.702057,359.5637
0.5263748,357.1486,-9.728729,359.5624
0.5374807,357.1526,-9.754517,359.5544
0.5484397,357.1625,-9.770142,359.547
0.5602614,357.1535,-9.788422,359.5369
0.570968,357.1499,-9.806976,359.5312
0.580772,357.1378,-9.806335,359.5303
0.5920231,357.1279,-9.827179,359.5314
0.6055959,357.115,-9.820465,359.5485
0.6148347,357.1052,-9.826965,359.55
0.6391097,357.0937,-9.819824,359.5688
0.6480351,357.096,-9.818237,359.5709
0.6587694,357.078,-9.810791,359.566
0.6722683,357.0683,-9.805054,359.5785
0.6811655,357.0718,-9.801392,359.5739
0.6923201,357.0605,-9.803589,359.5852
0.7058863,357.0553,-9.785278,359.5959
0.7147219,357.041,-9.781952,359.5994
0.7258116,357.0334,-9.79306,359.5843
0.7385326,357.0232,-9.773743,359.5884
0.7482997,357.0269,-9.773621,359.575
0.7591707,357.0237,-9.756226,359.5547
0.7716939,357.0284,-9.75238,359.5569
0.7817665,357.0101,-9.737061,359.5412
0.7926991,357.0209,-9.735931,359.5266
0.8055676,357.0132,-9.740204,359.5103
0.8151466,357.0049,-9.718201,359.5093
0.8265115,357.014,-9.709686,359.4951
0.839828,357.018,-9.691376,359.503
0.8491086,357.0101,-9.683716,359.4925
0.860107,357.0081,-9.668121,359.4931
0.8730876,357.004,-9.654724,359.4951
0.8833084,357.0227,-9.639801,359.4975
0.8934116,357.0074,-9.634979,359.5174
0.9063087,357.0086,-9.619751,359.515
0.9160487,357.0016,-9.629608,359.518
0.9269699,357.0106,-9.614624,359.5149
0.9403627,357.0051,-9.620361,359.5237
0.9494005,356.9992,-9.606079,359.5307
0.9605846,356.9928,-9.617615,359.5299
0.9730832,356.9883,-9.61673,359.5375
0.9830056,356.9983,-9.618561,359.5371
0.9937486,356.9913,-9.621246,359.5516
1.007064,356.9918,-9.622955,359.5599
1.016833,356.9832,-9.620026,359.5571
1.029986,356.979,-9.60495,359.5505
1.038716,356.9809,-9.597473,359.5548
1.04979,356.994,-9.589874,359.5581
1.062578,356.9857,-9.578125,359.5576
1.072186,356.9764,-9.57019,359.5505
1.083295,356.9682,-9.560669,359.5583
1.096094,356.9825,-9.556213,359.5673
1.106029,356.964,-9.544922,359.5703
1.116934,356.9768,-9.533783,359.5714
1.130066,356.9764,-9.507629,359.566
1.13928,356.9859,-9.493927,359.5667
1.150363,356.9771,-9.490662,359.5647
1.163567,356.9733,-9.480316,359.5564
1.173227,356.9662,-9.467621,359.5508
1.183951,356.9687,-9.439453,359.5221
1.19707,356.968,-9.414185,359.4991
1.206391,356.9787,-9.389832,359.4576
1.217529,356.9775,-9.361206,359.4553
1.23163,356.9752,-9.337769,359.4316
1.240317,356.9743,-9.309387,359.4254
1.251011,356.9824,-9.286469,359.4202
1.26479,356.9773,-9.277283,359.4418
1.273613,356.9874,-9.272247,359.4496
1.28458,356.9898,-9.272705,359.4625
1.297402,356.9899,-9.270874,359.4734
1.306858,356.9734,-9.284668,359.4825
1.318143,356.967,-9.280945,359.4937
1.331084,356.9667,-9.279236,359.5052
1.341592,356.9522,-9.290222,359.5136
1.351447,356.9583,-9.296753,359.5076
1.364388,356.965,-9.305603,359.5012
1.373955,356.9631,-9.311401,359.522
1.384895,356.9532,-9.321838,359.5289
1.398037,356.9428,-9.323822,359.5369
1.407455,356.9432,-9.328461,359.5404
1.418464,356.9128,-9.324585,359.5573
1.431448,356.906,-9.334778,359.5655
1.440856,356.8871,-9.337128,359.5744
1.451955,356.8865,-9.338898,359.5914
1.464825,356.8787,-9.336761,359.5848
1.474845,356.8593,-9.34024,359.5834
1.48545,356.8463,-9.33197,359.5838
1.498404,356.8244,-9.313629,359.5808
1.507732,356.8067,-9.31073,359.5969
1.519,356.7962,-9.307617,359.6024
1.531655,356.7716,-9.287323,359.5946
1.541427,356.763,-9.264252,359.5837
1.552462,356.7251,-9.252625,359.578
1.565691,356.71,-9.222198,359.5756
1.575066,356.6974,-9.207458,359.5589
1.586327,356.6831,-9.171661,359.5565
1.598647,356.6697,-9.154877,359.5503
1.608579,356.6387,-9.126587,359.5389
1.619518,356.6262,-9.111206,359.5336
1.63247,356.6112,-9.097076,359.5345
1.642119,356.5892,-9.069672,359.5206
1.652979,356.5789,-9.043945,359.517
1.66638,356.5538,-9.037384,359.5041
1.675499,356.5368,-9.022949,359.4927
1.686558,356.5175,-9.014526,359.4804
1.699655,356.5209,-9.013519,359.4782
1.709181,356.5033,-9.006592,359.4723
1.720345,356.4871,-9.006287,359.4698
1.733209,356.4788,-9.002472,359.4763
1.74272,356.4578,-8.99823,359.4703
1.753598,356.452,-9.013641,359.4803
1.767063,356.4194,-9.008209,359.4755
1.776231,356.4297,-9.011597,359.4639
1.7885,356.4031,-9.010468,359.4799
1.799801,356.4146,-9.018555,359.4879
1.809572,356.3986,-9.028015,359.4899
1.820557,356.3839,-9.021576,359.4952
1.833703,356.3641,-9.032684,359.4981
