time,x,y,z
0,15.70427,12.43184,9.377491
0.02,15.70427,12.43184,9.377491
0.3310899,15.97625,12.04764,9.195163
0.3483512,346.6436,10.48611,3.854807
0.3548273,348.9484,20.60145,6.6963
0.360276,349.1736,21.07151,6.686517
0.3728266,349.2863,21.49616,6.651011
0.3821859,349.2937,21.8936,6.579805
0.3933189,349.1782,22.2781,6.461561
0.4044107,348.9495,22.5772,6.343198
0.4156014,348.6797,22.86459,6.270298
0.4262912,348.3188,23.0895,6.267715
0.4378903,348.0312,23.33749,6.30344
0.4490665,347.776,23.56838,6.371733
0.4599285,347.5601,23.81347,6.453542
0.4710579,347.3639,24.05306,6.543186
0.4825767,347.1918,24.29308,6.67296
0.4933386,347.0706,24.49577,6.811747
0.5044566,346.963,24.69693,6.946517
0.5163948,346.8777,24.85524,7.08589
0.5273659,346.7978,25.00422,7.190011
0.5385064,346.6512,25.09299,7.277995
0.5496216,346.4448,25.17008,7.356391
0.5607354,346.253,25.21036,7.387631
0.5724513,346.0784,25.21817,7.434758
0.5833502,345.9416,25.1882,7.47742
0.5941563,345.8641,25.14097,7.543538
0.6050964,345.8019,25.07276,7.604533
0.6189303,345.7727,24.98177,7.669438
0.6274339,345.7487,24.89173,7.741459
0.6521938,345.7415,24.64867,7.923767
0.6609552,345.7678,24.51437,8.02637
0.6723928,345.8519,24.32892,8.138103
0.6854389,345.9342,24.15589,8.253909
0.6946739,346.0582,23.96207,8.386924
0.7058663,346.212,23.77249,8.467696
0.719224,346.3636,23.59601,8.549082
0.7278394,346.5412,23.43063,8.605936
0.7391917,346.7054,23.27613,8.652184
0.7514954,346.8768,23.1325,8.700317
0.7613403,347.0406,22.97691,8.751783
0.7727242,347.2301,22.84567,8.801868
0.7849151,347.426,22.71721,8.835521
0.7950283,347.6393,22.60015,8.862862
0.8088433,347.8643,22.50605,8.871567
0.8173922,348.0882,22.42959,8.864879
0.8294351,348.3026,22.34404,8.844936
0.8412465,348.4992,22.26924,8.822694
0.8507591,348.7479,22.19991,8.830147
0.861932,349.0287,22.11796,8.841221
0.8748798,349.337,22.05713,8.849989
0.8844858,349.6952,21.99805,8.877668
0.8960044,350.1082,21.94062,8.913333
0.9089489,350.5851,21.86249,8.941113
0.9183046,351.0891,21.80151,8.985386
0.9293886,351.6516,21.72598,9.009047
0.9419401,352.2726,21.64871,9.016463
0.9514809,353.0066,21.55729,9.018763
0.9626656,353.8529,21.45855,9.013809
0.975279,354.7872,21.33841,8.997906
0.9849244,355.8195,21.20394,8.955224
0.9959576,357.0575,21.01279,8.947321
1.008863,358.3022,20.84034,8.942537
1.019089,359.8611,20.59596,8.977354
1.029631,1.49113,20.35648,8.953418
1.043744,3.245149,20.10232,8.853415
1.052458,4.94287,19.86456,8.733287
1.063238,6.604989,19.58305,8.579976
1.075562,8.253051,19.25692,8.444779
1.085256,9.992854,18.88121,8.329318
1.096764,11.76191,18.50467,8.27634
1.109999,13.29661,18.14754,8.235748
1.119835,14.47769,17.77025,8.165956
1.129957,15.22623,17.31788,8.053887
1.143415,15.99813,16.82548,7.95413
1.152467,16.74988,16.33776,7.882288
1.163434,17.71875,15.86779,7.754609
1.176802,18.73858,15.41906,7.608429
1.186465,19.76365,15.00979,7.479373
1.196942,20.70076,14.61043,7.374785
1.210236,21.50853,14.18493,7.288301
1.21965,22.20539,13.73039,7.227082
1.231411,22.90925,13.2298,7.20272
1.243938,23.58928,12.78413,7.183793
1.252931,24.32632,12.30151,7.148254
