time,x,y,z
0,354.3666,2.957623,2.00663
0.02,354.3666,2.957623,2.00663
0.3533334,354.4167,3.012022,2.00124
0.3701623,356.9113,4.617791,1.974786
0.3765332,357.1374,4.538202,2.0121
0.3826901,357.1622,4.544863,2.030557
0.3942371,357.1679,4.560935,2.053556
0.404997,357.189,4.56889,2.052267
0.4161483,357.2095,4.56715,2.057837
0.4271983,357.2194,4.572226,2.077671
0.4383205,357.1941,4.549593,2.07621
0.4493066,357.163,4.532413,2.09551
0.4605168,357.1463,4.517531,2.11761
0.4717772,357.1306,4.496699,2.129879
0.4831025,357.1293,4.489333,2.111797
0.4942114,357.1568,4.482955,2.091572
0.5054033,357.1896,4.483582,2.063998
0.5171919,357.2213,4.479182,2.070601
0.5275978,357.2342,4.474804,2.099402
0.538711,357.2447,4.472776,2.1446
0.5498644,357.2531,4.468116,2.175374
0.5610659,357.2469,4.47814,2.20774
0.5729032,357.2562,4.483805,2.207538
0.5836759,357.2712,4.514869,2.199189
0.5946574,357.3047,4.528934,2.196781
0.6060485,357.3293,4.546591,2.19852
0.620917,357.3528,4.545304,2.201972
0.6285543,357.3694,4.550166,2.193657
0.653733,357.3893,4.523962,2.213459
0.661804,357.3949,4.527751,2.226633
0.6726818,357.4232,4.515879,2.214298
0.6861855,357.427,4.509136,2.204481
0.6950716,357.4251,4.527753,2.217309
0.7061205,357.42,4.529656,2.221977
0.7190359,357.4118,4.529808,2.237988
0.7287266,357.3912,4.535758,2.249416
0.7398866,357.3967,4.546776,2.243125
0.7520499,357.383,4.554843,2.254016
0.7618939,357.3846,4.554945,2.251882
0.7730491,357.387,4.550278,2.251996
0.7860381,357.3907,4.549218,2.239266
0.7958103,357.3847,4.558678,2.24263
0.808735,357.3936,4.568435,2.233744
0.8180895,357.3923,4.568493,2.22424
0.8291795,357.4076,4.594226,2.223628
0.842054,357.4153,4.596058,2.232159
0.8526693,357.4391,4.59679,2.243281
0.8626704,357.4558,4.609735,2.258326
0.8756672,357.4756,4.600172,2.265207
0.8850557,357.4943,4.600049,2.273134
0.8960739,357.4979,4.591211,2.262333
0.909565,357.476,4.575378,2.24808
0.9187533,357.4624,4.56108,2.230398
0.929136,357.4419,4.537768,2.246119
0.9428612,357.433,4.507262,2.239428
0.9515598,357.4565,4.490036,2.247164
0.9625486,357.4908,4.476699,2.24328
0.975274,357.51,4.462353,2.234144
0.9848205,357.5255,4.455652,2.240674
0.995955,357.5196,4.456303,2.23162
1.008729,357.5124,4.445481,2.225683
1.018781,357.517,4.421621,2.218957
1.029869,357.5344,4.419217,2.19395
1.042287,357.5615,4.413869,2.208192
1.051892,357.5872,4.407358,2.202799
1.062907,357.601,4.390857,2.223805
1.075727,357.6007,4.362852,2.246168
1.085277,357.6008,4.346449,2.254733
1.096374,357.6201,4.330365,2.229614
1.109424,357.6686,4.308736,2.225749
1.119095,357.719,4.287601,2.204882
1.130372,357.7645,4.278962,2.196177
1.143467,357.7766,4.254052,2.199299
1.152722,357.7546,4.249891,2.208292
1.163745,357.7454,4.23374,2.222442
1.176788,357.7309,4.225514,2.223121
1.186203,357.7314,4.239157,2.236071
1.197141,357.7585,4.249581,2.227271
1.210044,357.7875,4.25519,2.21175
1.219513,357.8251,4.258585,2.194809
1.230789,357.8428,4.27176,2.190332
1.243541,357.832,4.272183,2.173725
1.253203,357.8016,4.265839,2.168059
1.264196,357.7671,4.253128,2.176404
1.278021,357.7914,4.232615,2.175113
1.286951,357.8323,4.225447,2.192032
1.297574,357.8471,4.220512,2.226792
1.310198,357.8877,4.204831,2.231806
1.319908,357.9262,4.206397,2.232639
1.331027,357.9547,4.212558,2.213762
1.344193,357.9939,4.211842,2.184491
1.355078,358.05,4.222776,2.153592
1.36486,358.1087,4.246307,2.163041
1.377605,358.1889,4.244376,2.144616
1.387256,358.29,4.248501,2.155041
1.398348,358.3724,4.247907,2.161328
1.411381,358.4549,4.242202,2.142628
1.421035,358.567,4.227745,2.143515
1.431775,358.6833,4.232387,2.132025
1.444899,358.838,4.244524,2.103035
1.454223,358.9881,4.255343,2.054499
1.465533,359.0896,4.273605,2.026708
1.478186,359.1466,4.291851,2.030792
1.487807,359.1735,4.304095,2.042038
1.49919,359.2133,4.313171,2.048588
1.511888,359.2448,4.326118,2.059874
1.521242,359.2874,4.342718,2.084941
1.532332,359.3727,4.347526,2.092324
1.545313,359.4689,4.342944,2.113454
1.555002,359.5949,4.337158,2.118968
1.566212,359.7138,4.324615,2.120447
1.578969,359.8519,4.309491,2.12597
1.588187,0.01697939,4.292963,2.114204
1.59939,0.1661768,4.280453,2.098412
1.61195,0.3116345,4.255361,2.058464
1.621607,0.4315612,4.264377,2.026973
1.632923,0.5527011,4.267031,1.992515
1.645671,0.6773481,4.291548,1.95525
1.655304,0.8390362,4.308669,1.898547
1.666503,1.014008,4.341805,1.857843
1.680531,1.203542,4.398537,1.811762
1.688596,1.399584,4.46053,1.778959
1.699909,1.589493,4.519927,1.764452
1.712967,1.838727,4.600496,1.754432
1.722167,2.11341,4.680956,1.762835
1.733132,2.466225,4.77881,1.762926
1.746294,2.791909,4.873688,1.746523
1.756729,3.080707,4.966479,1.729779
1.766953,3.325485,5.060259,1.706376
1.780369,3.539077,5.138329,1.673527
1.789449,3.766561,5.214322,1.648354
1.800375,4.048458,5.289142,1.611694
1.813245,4.395613,5.352282,1.588296
1.822984,4.799112,5.410994,1.553205
1.833919,5.311658,5.471281,1.562794
1.846846,5.881321,5.512852,1.553676
1.857834,6.433815,5.542343,1.560418
1.867355,6.96523,5.571485,1.561736
1.880276,7.484428,5.599885,1.543583
1.889865,8.011504,5.615103,1.521082
1.900751,8.564158,5.655638,1.478598
1.913788,9.124456,5.690739,1.44408
1.923493,9.695552,5.723339,1.413121
1.934383,10.18361,5.772318,1.377701
