time,x,y,z
0,341.7133,-15.21088,3.251814
0.02,341.7133,-15.21088,3.251814
0.3319083,342.4393,-14.06851,3.032067
0.3507795,342.9203,16.96411,1.0873
0.3574431,344.6816,15.13993,1.487196
0.3644193,344.8033,14.87229,1.519835
0.3752885,344.9202,14.60199,1.588701
0.3835388,344.9997,14.33885,1.622337
0.3946409,345.087,14.08026,1.676785
0.4060653,345.1937,13.81954,1.715141
0.4171644,345.3306,13.52623,1.769886
0.428063,345.3953,13.22641,1.831004
0.4393044,345.4298,12.9133,1.866793
0.4502019,345.4637,12.58965,1.891795
0.4612832,345.4777,12.26603,1.917715
0.4722873,345.5656,11.93135,1.957386
0.4838848,345.6799,11.59124,2.001424
0.4949246,345.7592,11.22737,2.046651
0.506012,345.8674,10.84157,2.101896
0.517684,345.9535,10.44252,2.169758
0.5286739,346.0348,10.00052,2.258911
0.5399704,346.1263,9.552803,2.340294
0.5508288,346.2229,9.08001,2.421248
0.5625726,346.3167,8.615389,2.479958
0.5734514,346.4318,8.1297,2.537556
0.5842962,346.5368,7.620124,2.580352
0.5954977,346.6382,7.116393,2.626189
0.6067852,346.7353,6.565622,2.676997
0.6215484,346.8347,6.038018,2.722625
0.6286783,346.9344,5.47167,2.767179
0.6540508,347.166,4.331598,2.826555
0.6618663,347.2683,3.739758,2.862881
0.6729831,347.3816,3.145704,2.87397
0.6860754,347.5191,2.540789,2.888549
0.6953645,347.6308,1.948182,2.897583
0.7064945,347.7655,1.308116,2.91603
0.7194898,347.8746,0.6688969,2.924219
0.7290711,347.9942,-0.0401001,2.936113
0.7401561,348.1147,-0.7360229,2.932286
0.7525444,348.2162,-1.473114,2.880357
0.7624043,348.2832,-2.206696,2.823521
0.7737434,348.3318,-2.932312,2.751547
0.7860503,348.3997,-3.669922,2.699328
0.7956389,348.438,-4.422394,2.670872
0.8070961,348.4953,-5.199585,2.643103
0.8200274,348.5659,-5.957947,2.640067
0.8295087,348.6654,-6.705841,2.620351
0.8429739,348.7819,-7.435974,2.576224
0.8518757,348.9128,-8.14325,2.543656
0.862938,348.9988,-8.834198,2.521539
0.87721,349.0572,-9.495758,2.515777
0.8854044,349.112,-10.12097,2.513767
0.8965338,349.1309,-10.66248,2.535437
0.9093407,349.1555,-11.15497,2.552974
0.9191826,349.1993,-11.59015,2.565095
0.9298631,349.2408,-11.9888,2.576254
0.9437529,349.2849,-12.30975,2.599488
0.952575,349.3275,-12.59036,2.606869
0.9635106,349.3262,-12.79349,2.633098
0.976364,349.3182,-12.94504,2.649082
0.9860028,349.3154,-13.05191,2.656322
0.996933,349.3012,-13.06909,2.66759
1.009899,349.3072,-13.08154,2.679623
1.019515,349.2973,-13.02997,2.686301
1.030639,349.3103,-12.91077,2.703884
1.043368,349.3254,-12.77472,2.723703
1.053038,349.3691,-12.58826,2.744139
1.064265,349.3891,-12.37671,2.749659
1.0771,349.4072,-12.1593,2.774034
1.086385,349.4264,-11.92252,2.793078
1.097448,349.4297,-11.6611,2.803093
